HTML,CSS,JavaScript,Node.js,React.js,Angular,Vue.js,Python,SQL,MongoDB,Java,C++,C#,PHP,Ruby,Swift,Kotlin,Go,TypeScript,Express.js,Django,Flask,Spring,.NET,Docker,Kubernetes,AWS,Azure,GCP,GraphQL,RESTful APIs,Machine Learning,Data Analysis,UI/UX Design,Testing,Agile,DevOps,Security,Database Admin,Mobile Dev (Android),Mobile Dev (iOS),Game Dev,Embedded Systems,Blockchain,PowerBI,Tableau,Git,Selenium,Communication,Leadership,Teamwork,ProblemSolving,TimeManagement,CriticalThinking,Adaptability,Creativity,AttentionToDetail,Presentation,Negotiation,ConflictResolution,Empathy,DecisionMaking,StressManagement,Experience,YearsOfCoding,NumberOfProjects,GitHubContributions,StackOverflowReputation,Education,Certification,PreferredRole,SalaryExpectation
0,5,1,4,3,5,1,4,3,3,5,3,4,2,3,2,3,4,1,1,3,1,1,4,4,4,5,2,4,0,5,3,1,5,3,2,2,5,4,5,3,1,4,5,1,1,1,0,5,3,4,5,3,5,4,5,3,3,4,3,4,4,3,5.0,6,26,443,970,High School,0,Data Scientist,98691
2,4,2,2,1,2,2,2,2,1,4,4,3,3,2,3,2,2,1,4,5,0,0,1,3,0,4,0,3,4,3,0,2,4,3,5,2,5,0,4,4,5,5,3,4,2,0,0,4,5,3,3,5,4,4,3,5,3,3,4,5,4,5,6.9,5,28,665,592,Master's,1,Data Analyst,105089
0,5,3,1,3,1,0,1,5,0,4,4,3,0,2,5,0,1,1,4,5,1,1,0,3,0,0,5,3,0,4,0,0,1,3,3,5,3,0,4,4,1,4,1,1,1,1,1,5,3,4,3,4,5,5,4,5,4,3,3,5,4,3,4.9,6,19,614,1344,PhD,1,DevOps Engineer,86145
4,3,5,3,3,0,0,0,0,4,1,2,2,4,0,5,1,2,3,0,2,1,2,5,3,1,3,4,1,0,3,4,3,4,0,0,1,3,3,5,1,5,3,0,2,3,5,4,3,4,5,4,3,4,4,3,5,3,5,4,4,4,3,1.6,2,13,279,730,Bachelor's,0,Full-Stack Developer,87035
5,1,5,3,5,3,3,0,0,1,1,1,2,3,1,2,1,0,2,1,2,3,2,4,5,0,5,0,4,5,0,4,1,3,0,0,3,1,4,3,5,3,1,1,0,2,2,3,3,3,3,4,3,3,4,3,4,4,4,3,4,5,4,4.9,4,29,492,1366,Associate's,1,Backend Developer,105965
4,2,2,0,3,3,5,1,2,2,2,4,2,1,2,1,1,3,1,5,3,0,4,4,0,3,5,1,3,1,1,3,2,5,4,4,1,5,4,4,5,0,1,0,4,2,0,3,5,4,4,4,4,3,5,4,4,4,4,3,5,5,5,5.0,2,20,546,507,PhD,1,Data Analyst,94928
2,0,5,5,2,5,1,0,0,1,4,1,1,0,4,2,3,1,5,1,2,2,3,0,0,3,3,0,5,4,2,2,0,2,3,3,0,5,5,2,0,4,4,5,3,2,0,5,4,5,5,3,3,3,3,4,5,4,4,3,5,5,4,4.9,4,29,498,700,Bachelor's,0,Mobile Developer,96041
3,4,5,3,3,4,5,5,4,1,1,3,3,3,1,2,1,2,1,5,0,3,5,3,0,3,3,0,1,1,4,3,5,5,2,3,2,2,3,3,5,0,2,0,5,0,4,0,3,5,3,3,3,5,4,3,3,4,3,3,3,5,4,9.9,11,31,610,1175,High School,0,Frontend Developer,117738
3,2,2,1,3,1,1,3,5,3,4,5,0,4,1,1,0,5,0,0,1,4,0,5,2,2,3,4,2,2,4,0,1,2,2,0,2,5,0,5,4,3,5,2,0,0,5,5,4,3,5,5,5,3,4,5,5,4,3,3,5,4,3,9.0,6,32,766,1418,Master's,0,Security Engineer,70078
0,2,1,1,0,3,1,0,3,2,5,5,5,4,1,1,1,3,1,2,0,4,4,3,3,4,3,1,5,0,3,1,0,1,1,3,5,2,5,4,1,0,2,4,5,3,3,4,4,4,3,3,3,5,3,5,5,3,5,5,5,3,3,5.9,3,32,218,1015,Associate's,1,Security Engineer,67333
2,0,2,0,3,3,2,1,5,0,4,0,5,2,4,5,2,2,3,4,5,0,2,1,3,2,5,3,4,0,3,2,4,2,1,2,3,2,4,5,1,4,3,5,2,4,1,4,3,5,3,5,4,3,5,4,3,3,5,4,5,3,5,3.1,0,22,498,603,PhD,1,Full-Stack Developer,84865
2,0,5,3,1,2,3,5,5,0,1,1,0,2,1,2,2,4,2,4,2,1,5,2,1,2,4,1,3,3,1,2,1,3,5,2,0,4,4,2,0,1,2,3,4,1,0,3,3,4,3,3,5,5,4,3,3,4,3,5,4,5,4,6.5,4,21,246,1381,High School,1,Mobile Developer,77023
5,3,1,4,4,2,1,1,2,5,4,2,5,0,2,1,3,3,1,4,5,3,1,2,2,1,1,3,2,4,5,0,2,5,5,4,3,4,2,2,2,4,0,2,0,0,5,2,5,3,4,5,5,4,5,3,5,4,5,4,4,3,4,-3.2,0,4,489,893,PhD,0,Machine Learning Engineer,50000
3,0,5,5,3,0,5,4,3,5,0,0,3,3,5,2,0,1,3,2,4,1,1,1,0,2,0,0,3,1,2,3,0,5,3,5,5,2,5,1,0,1,4,0,1,1,1,2,5,3,4,3,3,3,5,5,5,4,4,5,5,4,5,6.0,6,19,604,1134,Bachelor's,0,Software Engineer,95051
1,3,5,2,0,2,3,3,5,5,3,0,5,4,3,3,5,1,1,3,2,3,1,4,1,3,1,4,0,5,5,3,0,1,4,4,0,2,2,2,3,1,1,1,4,4,3,5,3,4,5,4,3,3,4,4,5,5,5,5,3,5,3,4.9,5,25,556,903,Associate's,0,Frontend Developer,101005
4,3,4,1,2,3,5,1,0,0,4,3,1,4,2,3,4,0,0,1,5,1,3,2,3,4,4,0,4,3,1,4,1,4,0,1,3,3,0,0,3,2,2,5,0,1,5,2,3,4,3,3,4,5,4,3,5,5,3,3,4,3,4,6.6,5,32,425,1236,PhD,0,Security Engineer,111899
0,0,5,3,5,2,1,1,0,1,5,5,4,1,3,0,4,2,5,4,4,0,0,1,0,3,3,5,3,4,1,2,2,4,0,1,0,0,5,0,4,5,2,0,2,5,2,5,4,5,4,3,4,5,3,3,4,3,4,5,3,4,3,2.0,3,24,270,1284,High School,1,Data Scientist,83431
2,3,4,4,4,0,3,4,4,4,0,5,3,0,3,4,0,0,4,1,3,1,2,0,5,2,3,2,2,3,4,2,0,0,2,2,2,1,5,3,1,2,5,5,1,2,1,3,5,4,4,3,5,3,5,4,3,3,3,3,3,5,3,4.5,2,16,524,395,High School,0,Security Engineer,106281
1,3,5,2,2,1,3,1,3,0,2,5,3,5,2,4,1,4,3,2,5,5,2,3,5,5,0,1,5,5,4,3,0,2,2,5,4,2,1,0,0,1,4,2,1,2,3,3,3,3,4,5,4,5,3,3,4,5,3,4,5,4,4,2.1,1,6,208,824,Bachelor's,0,Security Engineer,82632
1,4,2,1,4,0,0,0,4,3,0,5,2,1,3,3,5,2,0,5,2,5,0,5,2,3,3,5,1,4,4,0,3,0,2,5,2,5,3,0,2,1,3,1,2,4,5,1,4,3,4,5,4,3,4,4,4,3,3,4,3,3,4,2.2,2,17,590,895,Master's,0,Security Engineer,55577
2,2,3,1,4,5,4,2,5,0,0,5,1,3,5,3,0,0,3,0,4,4,4,0,4,1,2,2,4,3,3,3,5,0,1,0,1,5,5,5,4,2,4,3,1,3,2,5,4,3,4,5,4,4,5,3,3,3,3,4,5,5,3,4.5,4,29,636,888,PhD,0,Backend Developer,74341
2,0,5,5,1,3,2,2,5,4,1,2,2,4,1,5,5,5,2,5,5,1,1,2,1,3,3,1,1,4,3,1,3,2,1,5,5,5,3,1,0,4,1,4,4,3,4,5,3,3,3,5,5,3,5,3,3,4,5,5,3,4,3,4.7,5,32,568,646,PhD,1,Full-Stack Developer,80043
3,1,0,2,3,0,3,0,3,4,2,4,4,2,2,2,0,0,5,4,1,4,0,3,4,5,3,0,1,4,5,3,0,3,5,4,0,5,4,0,5,4,4,1,3,0,5,4,5,3,4,4,4,4,3,3,4,5,4,3,4,5,3,7.2,7,25,409,1537,High School,1,Data Scientist,121805
0,1,3,0,1,3,5,0,1,3,5,3,1,2,2,5,0,3,4,0,2,1,3,2,3,3,5,4,2,4,5,4,4,2,5,1,3,1,2,0,4,0,4,5,1,3,3,5,3,5,5,4,4,5,3,3,4,3,3,5,5,5,3,4.4,7,29,398,1584,Associate's,0,Data Analyst,78492
4,3,1,5,0,4,5,3,2,0,5,5,4,3,0,4,0,4,0,0,5,2,1,4,2,1,3,0,2,3,5,5,2,5,1,2,5,3,1,1,4,1,0,5,4,0,2,1,4,4,4,5,5,3,4,3,3,4,5,4,3,5,5,7.4,5,40,720,1313,PhD,0,Frontend Developer,108695
1,1,4,0,3,3,2,1,5,1,5,5,5,4,2,5,2,3,0,2,1,5,2,1,1,2,0,2,2,3,1,2,1,1,2,2,3,3,5,0,0,5,1,3,2,0,5,5,3,5,5,3,4,3,3,4,5,4,3,4,4,3,3,7.9,6,36,482,801,PhD,1,Security Engineer,102191
0,3,3,2,2,0,5,2,0,0,5,5,2,5,1,0,3,2,3,4,3,1,4,0,0,5,1,1,3,1,4,1,2,3,5,4,4,0,0,1,3,5,4,5,5,3,0,0,3,5,4,3,4,3,4,5,4,4,4,5,5,3,5,4.0,2,28,317,202,PhD,0,Software Engineer,88381
1,3,5,0,5,3,2,0,1,2,2,3,0,1,4,5,2,5,1,3,1,5,3,2,0,4,4,2,3,4,0,2,3,2,5,2,1,0,5,2,4,5,3,3,1,1,4,1,4,4,3,3,3,3,4,3,3,4,5,3,3,3,4,4.2,3,15,373,1274,Associate's,0,Data Scientist,93568
1,2,5,4,2,4,0,1,1,0,0,2,5,1,5,1,0,4,3,2,0,0,1,5,0,1,3,2,4,1,4,0,3,4,0,1,1,0,0,1,4,0,1,0,0,5,3,2,3,4,3,4,4,5,3,5,4,3,4,3,3,3,5,3.1,3,21,585,529,Associate's,0,Security Engineer,76224
4,5,1,4,2,0,4,4,0,0,2,2,3,1,1,5,3,0,2,0,1,0,5,5,3,1,1,0,4,4,5,3,0,4,2,2,1,2,2,2,3,2,1,3,5,1,1,0,5,4,4,3,5,4,3,5,3,5,5,5,4,5,3,7.9,9,24,650,1510,High School,0,Machine Learning Engineer,105030
3,1,1,4,1,1,5,2,4,5,2,4,0,3,2,1,1,2,5,5,1,0,5,2,0,0,1,5,4,0,5,2,2,0,0,5,2,2,5,5,3,1,5,0,2,5,2,2,5,4,5,4,5,5,4,3,3,5,3,5,5,3,5,0.9,0,20,68,986,Associate's,0,Data Scientist,85212
4,0,0,1,1,2,0,1,1,3,3,0,3,1,4,1,3,5,1,0,5,5,1,0,0,3,4,0,2,5,0,3,0,0,5,5,3,5,0,0,0,4,2,2,4,4,5,2,4,3,5,4,4,3,4,3,3,3,3,3,4,5,4,7.2,8,34,717,936,High School,1,Mobile Developer,101250
2,3,1,5,3,0,4,1,1,2,4,1,1,0,2,5,0,2,0,1,5,2,4,3,4,2,4,5,3,3,5,5,0,2,5,4,1,5,0,4,3,4,4,5,1,0,0,2,3,5,3,3,5,5,5,4,4,4,4,3,5,3,3,8.3,8,38,773,1131,Bachelor's,0,Security Engineer,63074
5,2,4,5,3,4,4,5,3,5,3,1,0,1,4,4,2,4,4,5,2,1,3,1,4,2,5,4,4,0,1,3,1,5,1,3,4,4,2,4,0,0,3,1,3,1,0,4,3,5,3,4,3,4,5,4,4,3,5,4,4,4,5,11.7,10,45,675,1388,PhD,0,Security Engineer,99641
0,3,2,3,4,1,0,4,0,2,5,2,3,2,5,5,1,4,1,5,3,0,5,2,3,0,1,0,2,4,3,0,0,1,4,4,5,2,1,3,5,0,5,4,0,3,5,1,4,3,4,5,3,5,5,5,3,5,5,4,4,5,3,7.6,6,39,498,1013,PhD,0,Security Engineer,107636
1,4,1,2,3,0,4,3,0,1,5,3,2,2,0,5,3,3,4,4,2,1,4,4,1,5,0,2,2,0,2,5,0,5,5,3,5,5,4,2,0,3,5,1,4,1,2,4,4,4,3,5,4,5,4,4,5,3,3,5,4,5,4,4.8,4,17,695,581,PhD,0,DevOps Engineer,109160
4,2,2,5,4,3,0,1,0,5,2,0,3,5,1,4,3,3,5,1,1,2,1,3,5,5,5,3,3,4,2,0,4,2,5,4,4,1,1,3,1,4,4,4,1,0,5,4,5,4,3,4,5,4,5,4,3,3,5,5,4,4,5,4.7,7,22,823,1424,PhD,1,Mobile Developer,86032
5,3,4,5,4,4,2,4,0,5,5,0,4,4,0,2,3,2,4,2,1,2,5,3,4,3,5,5,4,2,5,1,2,1,5,2,3,1,3,5,5,3,1,0,0,1,2,0,5,3,5,5,5,4,5,3,3,4,4,4,4,4,5,9.2,9,43,939,1108,Associate's,0,Software Engineer,105831
1,2,2,0,3,5,2,2,2,4,2,3,0,5,3,1,4,1,2,1,4,0,0,1,2,5,1,0,5,5,3,5,3,5,3,2,0,0,1,2,3,5,5,3,5,0,3,0,4,4,4,3,3,4,4,3,3,5,3,3,5,4,3,1.2,0,13,210,150,High School,0,Security Engineer,64006
2,3,4,0,3,5,1,1,3,4,4,2,2,3,1,0,2,2,0,4,3,4,2,2,1,0,2,2,4,2,1,5,3,2,3,5,4,4,2,2,0,5,2,3,5,0,0,3,5,4,3,5,5,5,3,3,3,5,4,5,5,3,3,3.9,0,21,132,863,Associate's,1,Software Engineer,71611
1,3,5,2,4,4,3,3,0,1,5,2,0,2,3,3,5,2,1,2,5,0,0,1,2,4,2,3,1,3,5,4,5,5,0,3,0,4,0,3,4,0,2,0,3,1,3,5,5,3,5,5,4,4,5,3,5,4,4,3,3,5,3,8.0,8,30,440,1009,High School,0,Software Engineer,87544
0,1,4,1,3,2,0,5,3,5,1,5,2,2,3,4,4,5,0,0,4,0,4,1,2,3,0,2,5,1,5,0,2,4,1,1,2,5,1,2,5,5,2,3,2,3,3,1,5,4,4,4,4,5,4,4,5,3,5,4,4,4,3,-4.6,0,-5,390,716,Bachelor's,0,Frontend Developer,52192
1,2,3,5,2,0,4,3,3,2,2,3,3,3,2,4,2,4,1,4,1,0,2,1,5,0,4,0,3,5,4,3,0,4,4,2,4,3,3,1,5,4,2,1,2,0,5,2,3,3,5,5,3,3,4,5,5,5,5,3,5,4,4,8.8,9,31,605,1666,Bachelor's,1,Data Analyst,114809
2,5,0,1,5,5,1,5,5,1,1,3,2,1,4,2,5,5,4,3,5,1,5,3,4,3,1,3,5,2,5,2,3,0,0,2,3,4,4,0,1,4,4,4,5,4,4,5,3,3,3,4,5,5,3,4,5,4,5,4,5,5,4,4.3,4,17,536,1388,Associate's,0,DevOps Engineer,86824
3,5,4,1,3,0,2,1,3,0,4,4,2,4,0,2,0,1,3,0,0,0,3,3,3,3,3,3,0,3,4,3,4,4,2,1,4,3,4,1,2,2,0,2,1,0,5,3,4,3,4,3,4,4,3,5,5,5,5,5,5,4,5,-1.2,0,15,29,706,PhD,0,Security Engineer,50000
5,0,4,3,2,4,1,4,2,4,5,3,3,5,3,2,3,1,5,3,4,4,4,3,1,5,4,3,1,1,4,0,5,3,2,0,4,4,1,2,1,5,2,3,3,2,0,1,4,5,3,5,3,4,4,5,4,4,4,5,5,5,4,5.1,7,26,460,1332,High School,1,Machine Learning Engineer,101418
0,1,2,2,0,4,1,5,2,2,4,2,5,2,0,3,0,4,3,5,0,0,5,2,4,0,4,3,4,0,0,0,3,0,2,3,3,4,3,0,2,3,5,2,0,2,4,3,4,5,4,4,3,5,3,4,4,4,4,5,4,5,3,6.8,8,31,896,1785,Master's,0,Full-Stack Developer,100702
4,5,2,1,2,5,5,3,3,1,5,2,3,1,2,5,0,0,2,1,3,0,2,1,2,1,0,2,0,4,1,5,2,1,1,5,1,5,2,5,0,4,5,0,5,2,1,3,4,5,3,3,3,3,4,4,4,4,5,4,4,3,5,6.3,1,25,271,796,Bachelor's,0,Data Analyst,93083
4,4,0,3,5,5,2,2,2,4,4,0,2,5,1,4,4,4,2,1,4,2,1,3,1,0,0,2,5,2,1,2,4,4,5,1,5,3,1,5,2,1,3,2,1,4,4,1,3,5,3,3,4,5,3,3,5,4,5,4,3,3,5,3.2,2,14,544,924,Associate's,0,Software Engineer,104711
3,1,5,4,2,3,3,2,5,4,3,3,3,0,0,5,1,2,1,2,3,1,5,2,5,4,1,4,2,2,5,0,4,3,0,5,1,3,5,1,0,3,5,5,0,0,2,1,4,3,5,3,3,3,4,3,4,4,4,4,3,5,5,7.5,6,36,562,1492,PhD,0,Frontend Developer,97325
4,1,5,0,2,1,1,5,2,4,5,0,3,2,0,2,3,3,1,5,0,4,1,4,1,1,3,5,4,4,5,2,3,1,1,1,0,4,0,0,2,5,4,0,3,3,4,5,3,5,5,4,3,5,3,5,3,3,4,3,3,4,4,7.7,5,41,608,1302,Bachelor's,0,Backend Developer,119070
1,3,2,2,4,2,2,4,5,3,1,4,3,5,1,2,0,3,5,5,2,4,5,5,1,5,5,0,2,2,5,0,1,2,2,2,3,5,0,3,4,1,3,5,4,2,3,5,3,5,5,5,5,5,4,4,3,5,3,3,5,3,3,8.4,8,40,628,871,High School,1,Backend Developer,129472
2,1,4,5,1,3,0,2,1,1,5,4,3,5,3,3,1,4,3,1,1,2,0,4,0,1,4,2,4,4,4,5,0,3,5,5,5,3,5,2,5,2,4,0,4,3,3,4,5,4,3,3,3,4,4,5,5,3,5,5,4,5,5,8.5,6,30,474,1426,Master's,1,Data Scientist,109440
4,0,3,4,1,0,5,2,1,5,1,4,5,3,0,2,3,2,0,1,2,5,4,0,2,0,0,5,1,5,4,0,2,4,3,2,4,3,3,2,2,1,0,2,5,0,3,5,5,4,3,4,5,3,3,5,3,3,5,5,4,5,4,4.6,3,23,562,948,PhD,0,Frontend Developer,86523
0,4,2,1,2,2,0,4,5,5,1,1,1,4,4,4,1,0,3,4,3,4,4,5,2,5,5,2,3,2,5,4,1,2,5,0,1,1,5,5,0,2,2,1,1,4,0,1,4,3,3,5,4,5,4,5,5,4,5,4,4,5,3,6.9,7,34,428,960,Associate's,1,Data Scientist,109456
0,0,2,1,2,4,5,2,2,2,3,4,1,3,2,4,2,5,2,2,2,3,0,3,5,5,2,1,5,4,5,1,1,2,2,1,2,5,3,1,0,4,2,0,1,2,2,2,4,5,3,4,4,3,3,5,5,3,5,4,3,4,3,4.5,5,32,433,532,Master's,0,Backend Developer,107646
4,3,3,3,3,1,3,3,2,1,4,0,2,1,5,4,1,5,4,0,0,4,5,1,1,3,0,1,4,2,5,2,2,1,2,1,0,3,0,2,5,5,1,3,3,1,3,2,4,3,3,3,3,5,4,5,4,4,3,5,4,3,4,6.8,10,38,959,1954,Associate's,1,Machine Learning Engineer,98462
0,3,4,0,4,2,3,2,1,1,1,3,2,2,2,4,0,4,5,3,5,5,5,5,4,4,3,5,4,3,0,2,2,5,1,3,1,1,4,5,2,3,0,0,2,5,0,4,5,3,3,5,3,4,4,4,5,5,3,3,4,5,5,3.5,3,20,520,404,Bachelor's,0,Mobile Developer,82594
1,4,3,4,5,4,1,3,2,1,4,0,3,5,0,5,2,0,4,5,2,3,1,2,4,5,2,3,2,0,5,1,5,4,0,4,4,4,3,4,4,5,3,3,3,3,5,3,5,5,3,3,3,4,3,3,4,5,5,3,4,3,4,1.4,1,23,298,732,Associate's,0,Software Engineer,58908
4,1,1,1,2,4,5,4,4,4,4,2,2,1,3,1,0,3,4,2,5,1,1,5,2,3,1,4,3,3,1,5,4,2,4,0,1,1,5,4,5,3,1,3,1,4,0,3,4,5,5,5,3,5,4,3,3,4,3,3,4,3,3,2.9,3,23,438,736,Bachelor's,0,Frontend Developer,91144
2,4,5,1,5,5,4,2,4,2,1,0,3,1,2,2,5,4,4,4,5,2,2,0,0,4,3,3,0,5,4,2,2,0,0,0,1,3,0,5,0,3,5,0,2,2,1,2,5,3,5,3,5,4,3,4,3,4,5,3,3,3,5,10.9,9,37,480,1674,Master's,1,Data Scientist,149623
4,5,1,2,3,0,0,1,4,3,4,3,2,5,2,1,2,5,4,3,1,1,4,0,1,1,3,3,0,2,1,3,3,3,1,4,1,5,3,4,1,2,0,5,4,2,4,4,3,5,3,5,3,5,3,5,3,5,3,3,3,4,4,5.7,5,20,398,1182,High School,0,Full-Stack Developer,115637
2,1,0,0,5,1,3,2,1,1,1,1,0,0,2,5,5,5,3,4,0,1,4,4,5,5,3,4,1,3,5,5,1,1,0,3,1,5,5,3,4,2,1,5,4,4,1,5,4,5,3,3,3,5,4,3,4,3,3,5,5,3,4,8.0,9,24,465,1758,PhD,0,Mobile Developer,118752
5,0,2,1,3,2,4,1,5,3,0,3,5,2,1,4,0,0,1,5,0,1,4,5,0,3,5,1,4,5,2,1,4,0,0,5,0,2,1,4,0,3,5,3,1,3,5,5,4,4,5,5,4,5,5,3,5,4,3,5,5,4,3,6.4,6,26,787,1478,PhD,1,Machine Learning Engineer,104358
4,1,2,1,5,0,2,3,5,1,2,0,5,1,0,1,0,2,0,4,4,5,0,3,4,2,1,5,0,2,1,4,5,5,4,4,0,4,0,3,1,2,2,5,4,4,3,0,5,4,5,4,3,4,5,4,3,4,4,4,4,4,3,1.5,2,19,248,479,Master's,0,Software Engineer,89860
1,5,5,2,0,4,0,5,5,1,4,5,3,1,2,5,4,3,0,3,3,0,3,4,1,0,0,0,3,1,2,4,3,0,5,4,4,2,1,3,4,0,1,3,5,1,3,3,4,5,3,4,3,4,4,5,4,4,5,3,3,3,5,7.2,8,26,414,1632,High School,0,Mobile Developer,99706
0,4,1,0,5,2,0,0,0,3,5,3,2,5,5,2,5,2,1,5,5,3,1,3,1,0,3,0,3,3,4,2,3,3,0,4,1,0,3,1,1,5,2,1,4,5,1,5,5,5,3,4,4,3,4,3,4,4,5,5,4,5,5,1.7,0,17,386,260,PhD,0,Full-Stack Developer,87556
2,5,4,1,1,4,0,0,5,0,1,3,1,5,2,3,5,5,3,2,5,1,3,3,4,2,2,0,5,5,2,3,5,5,5,5,0,2,3,2,1,3,3,3,1,4,4,3,5,5,4,5,5,4,3,3,4,3,5,4,5,4,3,8.8,9,30,750,1116,Master's,0,Machine Learning Engineer,93904
5,3,5,2,4,2,2,2,3,3,2,2,2,1,1,4,5,5,3,4,4,0,2,3,0,4,1,4,3,4,1,3,0,2,1,0,1,4,4,1,3,4,2,4,3,4,2,0,3,4,5,4,3,3,5,3,5,5,4,4,4,4,5,2.5,4,15,559,1099,Master's,0,Mobile Developer,74153
4,3,2,0,4,2,4,4,3,1,3,1,4,4,4,4,1,2,3,2,2,5,3,1,3,1,3,2,4,5,0,4,4,3,1,2,4,3,4,2,2,5,4,4,0,2,3,1,4,5,5,4,3,3,4,5,3,5,4,5,4,3,4,6.2,4,23,664,458,Master's,0,Mobile Developer,74903
0,5,1,1,5,3,5,3,1,0,5,5,0,5,1,2,0,1,1,4,5,3,2,1,0,2,4,4,4,3,4,0,4,3,1,4,5,0,1,1,0,4,3,5,1,5,4,0,5,5,4,4,5,3,5,5,4,3,5,4,4,5,4,5.7,6,31,581,1000,Master's,0,Data Analyst,114896
4,0,2,5,5,5,0,2,1,5,2,4,2,2,1,5,4,5,4,2,2,0,1,0,4,3,2,4,0,2,5,2,4,3,1,2,1,1,0,1,4,4,1,3,0,0,1,4,4,4,5,5,5,4,5,4,5,4,3,5,4,3,4,9.1,7,40,501,1006,PhD,0,DevOps Engineer,115084
5,5,0,2,3,5,1,5,2,3,2,3,4,0,2,1,5,1,1,3,2,1,3,0,1,2,0,4,2,5,4,2,3,5,0,0,2,2,2,1,2,3,5,4,4,4,0,3,3,5,5,5,3,3,5,4,4,3,5,4,5,3,5,4.5,5,17,669,1340,Associate's,0,Security Engineer,79361
4,1,2,1,0,1,2,1,2,4,5,0,3,4,1,2,1,1,1,0,0,4,2,4,5,2,4,3,5,2,1,4,3,1,1,1,0,0,0,1,0,5,2,0,0,4,5,2,5,3,3,5,5,4,3,3,5,4,5,5,5,3,3,5.8,4,29,241,1178,PhD,0,Machine Learning Engineer,113645
0,3,5,0,4,2,3,0,3,4,0,4,2,5,5,4,0,0,5,0,3,5,5,0,5,1,4,5,2,4,0,5,5,1,0,0,3,2,5,0,2,5,1,1,3,1,2,2,5,5,3,3,5,5,4,4,3,4,3,3,3,3,3,5.7,4,24,435,1237,Bachelor's,0,Backend Developer,78609
5,4,2,0,4,3,5,0,5,5,3,5,2,5,5,4,3,5,2,1,3,1,2,5,1,4,4,1,4,0,3,1,2,3,2,1,1,0,2,2,1,2,1,5,4,3,3,0,4,5,5,3,3,5,3,4,4,3,3,5,3,5,4,1.8,0,11,163,385,PhD,0,Full-Stack Developer,87825
3,1,1,1,2,0,3,5,3,2,5,5,5,1,5,0,0,2,2,4,4,3,5,4,0,4,1,5,4,2,2,5,3,4,0,5,3,5,1,1,2,1,2,0,1,4,4,1,3,3,5,3,4,5,5,4,4,4,3,3,4,3,3,4.7,3,24,327,783,PhD,0,Frontend Developer,66854
5,1,3,4,0,5,3,0,5,5,4,3,4,3,5,2,2,3,3,4,3,5,4,4,5,1,4,5,2,5,5,1,3,4,4,1,4,1,0,3,2,0,1,4,0,5,4,2,4,5,4,4,3,5,3,5,4,3,5,5,5,5,4,3.8,3,30,550,960,Associate's,0,Frontend Developer,86276
3,0,2,1,4,4,1,4,4,2,3,2,3,0,3,3,0,1,0,4,2,2,0,3,3,0,0,5,0,4,3,3,4,3,4,3,4,2,1,4,0,2,5,4,2,2,1,0,3,3,4,4,5,5,5,3,3,4,3,3,4,3,5,7.5,9,32,450,1170,High School,0,Data Analyst,92083
0,3,3,2,5,0,5,1,2,4,0,5,1,0,4,2,4,4,1,3,3,5,5,3,3,0,4,1,0,1,4,0,1,3,4,0,1,5,0,1,3,0,2,2,4,4,1,3,4,3,3,3,5,4,5,5,4,4,5,5,3,5,5,5.8,7,26,639,937,Master's,0,Backend Developer,94174
5,3,4,5,4,3,0,2,3,1,4,1,1,3,5,2,5,2,5,3,3,0,2,1,2,1,3,2,2,2,1,3,3,3,2,5,5,2,2,5,0,0,5,4,3,0,0,1,5,4,3,4,3,5,4,4,5,4,3,4,5,4,5,11.4,12,46,727,1917,Bachelor's,0,Data Scientist,120779
5,3,2,3,5,4,5,4,1,2,3,2,2,3,2,2,1,3,2,4,5,0,1,1,3,5,4,2,0,5,5,3,0,4,2,4,4,5,1,4,4,3,1,3,3,4,5,0,3,4,4,4,3,5,3,4,4,5,5,3,4,3,5,-2.1,0,12,292,251,Associate's,1,Backend Developer,50000
1,0,0,4,5,1,4,2,0,5,0,2,4,2,1,3,0,4,3,5,3,1,3,3,5,0,2,0,3,1,3,1,0,4,4,3,0,0,1,4,4,4,3,0,2,4,2,3,4,3,3,5,4,3,5,3,4,3,4,4,4,5,3,2.4,2,26,109,530,PhD,1,Mobile Developer,67794
3,5,1,2,2,4,2,2,1,3,3,5,5,0,5,3,3,0,3,1,4,1,4,0,4,2,5,3,1,2,2,3,0,5,0,3,3,3,3,0,0,0,0,0,0,4,2,2,4,5,4,5,5,4,3,3,3,3,4,3,4,3,5,4.6,2,19,398,357,Associate's,0,Data Analyst,50000
0,1,3,2,1,1,1,2,1,1,4,2,3,1,5,1,5,5,2,1,4,0,5,1,4,1,0,3,3,4,2,1,3,5,3,3,0,3,4,3,3,0,0,3,4,3,0,1,5,3,4,4,5,5,3,5,3,4,4,3,3,3,4,5.8,9,19,940,1293,PhD,0,Software Engineer,92691
2,2,5,3,4,4,1,3,1,2,2,2,4,5,3,3,1,2,3,3,0,2,1,5,0,4,1,3,3,3,1,4,0,3,5,2,0,1,2,2,5,2,4,1,0,0,1,4,3,4,5,4,5,5,5,4,5,3,3,3,3,4,5,1.3,0,3,396,579,Bachelor's,1,Security Engineer,50000
3,0,3,1,4,4,4,1,0,0,3,1,3,2,3,0,2,3,1,3,3,4,3,0,5,1,2,0,3,4,5,1,0,1,0,0,3,0,2,0,2,2,4,2,2,5,5,3,4,5,5,4,4,5,3,5,4,3,4,3,5,3,4,6.5,2,31,247,543,Bachelor's,0,Data Scientist,104681
